419551477591_2817332	this is literature?
406457585162_13477021	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house.... They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
406457585162_14140325	ok so this pg is sposed to be about the movie...my kid loves the "SOOOO FLUFFY!!!!!!!!!!!!!!"
406457585162_15648904	i love the part wen there on the couch
406457585162_19468474	This is my all time favorite part of the movie.  I say it all the time when I get excited about something.
406457585162_20609125	she so cute
406457585162_20635543	ITS A FLUUFLY
406457585162_23168785	it's so fluffyyyyyyyyyyyy :)))))))
406457585162_24380159	It's so fluffy!
406457585162_24599322	Its so fluffy
406457585162_24621130	A small one from Las Vegas. But, we stole the Eifle tower! Also Vegas.
406457585162_25058222	ummmm, her facepaused right there?
406457585162_25459248	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
406457585162_25507430	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406457585162_25517128	B S! Think for yourselves, people!!!
406457585162_25593953	WARNING! CARRY ON READING OR ELSE YOU WILL DIE, even if you only looked at the word warning! Once there was a little girl named Clarissa. She was ten-years-old and she lived in a mental hospital because she killed her mom and dad. She got so bad that she went to kill all the staff in the hospital, so the More-government decided that the best idea was to get rid of her so they set up a special room to kill her as humane as possible, but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she died. Now every week on the day of her death, she returns to the person that reads this letter, on a Monday night at 12:00a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death. Now send this to ten other pictures on this one site, and she will haunt someone else who doesn't. This isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minutes, u will have the best day of ur life tomorrow. U will either get kissed or asked out. If u break this chain, u will see a little dead girl in your room. In 53 mins someone will say I love you or I'm sor
406457585162_25625494	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406884592591_2617632	THIS IS SOOO CUTTEEE:)
406884592591_2617641	It's so FLUFFY!!!!!!!!!!!!
406884592591_2617648	did u guys get them ?????
406884592591_2617652	cant wait until that movie comes out
406884592591_2617657	Minions are CUTE!!!!!  I want one.
406884592591_2617677	Movie is super cute, saw an early preview of it the other night at Edwards. It makes you laugh. Definately recommend this movie!
406884592591_2617683	i know right there so so cute
406884592591_2617687	Does this count as annoying!!!
406884592591_2617696	IT'S SO FLUFFY!!!!!!!!!
406884592591_2617700	I want one to call my sex slave!
406884592591_2617703	these guys look so cute
406884592591_2617725	The minions are so funny and Agnes is adorable!!
406884592591_2617739	Can not wait for the 9th of July, it comes to Branson and we are going, SMR NJR BLR & me!!!!!
406884592591_2617799	I can't wait for this movie to come out! I'm so excited!
406884592591_2617827	Who couldn't use a minion! lol
406884592591_2617861	Saw an advance screening - really cute.  Too bad the contest is US only and I can't enter.  I want a minion!
406884592591_2617929	he is so cotte
406884592591_2617938	won't it make my other minions jealous..mwhahahahaha
406884592591_2618032	I went to an advamce screening, too!! SO GOOD!! :)
406884592591_2618067	How cute who doesn't want an evil minion to complement and agree with you 24/7!
